,AccountID,AccountType,Industry,BusinessType,Country,Internal_External,f_parent
0,0012e000002YeO0AAK,University Department,Education,Not for profit,Australia,Internal,0
1,0012e000002YlXfAAK,University Department,Education,Not for profit,Australia,Internal,1
2,0012e000002YlhnAAC,University Department,Education,Not for profit,Australia,Internal,1
3,0012e000002YlvyAAC,University Department,Education,Not for profit,Australia,Internal,1
4,0012e000002YlvyAAC,University Department,Education,Not for profit,Australia,Internal,1
5,0012e000002Ym9QAAS,University Department,Education,Not for profit,Australia,Internal,1
6,0012e000002YmBqAAK,University Department,Education,Not for profit,Australia,Internal,1
7,0012e000002YmMXAA0,University Department,Education,Not for profit,Australia,Internal,1
8,0012e000002YmNRAA0,University Department,Education,Not for profit,Australia,Internal,1
9,0012e000002YmNRAA0,University Department,Education,Not for profit,Australia,Internal,1
10,0012e000002YmVtAAK,University Department,Education,Not for profit,Australia,Internal,1
11,0012e000002YnERAA0,University Department,Education,Not for profit,Australia,Internal,1
12,0012e000002YneJAAS,University Department,Education,Not for profit,Australia,Internal,1
13,0012e000002YnfFAAS,University Department,Education,Not for profit,Australia,Internal,1
14,0012e000002YnjNAAS,University Department,Education,Not for profit,Australia,Internal,1
15,0012e000002YnrYAAS,University Department,Education,Not for profit,Australia,Internal,1
16,0012e000002YnrYAAS,University Department,Education,Not for profit,Australia,Internal,1
17,0012e000002YnsbAAC,University Department,Education,Not for profit,Australia,Internal,1
18,0012e000002YoWTAA0,University Department,Education,Not for profit,Australia,Internal,1
19,0012e000002YoY7AAK,University Department,Education,Not for profit,Australia,Internal,1
20,0012e000002YoYUAA0,University Department,Education,Not for profit,Australia,Internal,1
21,0012e000002Z35nAAC,University Department,Education,Not for profit,Australia,Internal,1
22,0012e000002Z3OuAAK,University Department,Education,Not for profit,Australia,Internal,1
23,0012e000002Z3OuAAK,University Department,Education,Not for profit,Australia,Internal,1
24,0012e000002Z3p1AAC,University Department,Education,Not for profit,Australia,Internal,1
25,0012e000002Z3pPAAS,University Department,Education,Not for profit,Australia,Internal,1
26,0012e000002Z3pPAAS,University Department,Education,Not for profit,Australia,Internal,1
27,0012e000002Z4IxAAK,University Department,Education,Not for profit,Australia,Internal,1
28,0012e000002Z4IxAAK,University Department,Education,Not for profit,Australia,Internal,1
29,0012e000002Z4JyAAK,University Department,Education,Not for profit,Australia,Internal,1
30,0012e000002Z4oNAAS,University Department,Education,Not for profit,Australia,Internal,1
31,0012e000002Z4oNAAS,University Department,Education,Not for profit,Australia,Internal,1
32,0012e000002Z4wCAAS,University Department,Education,Not for profit,Australia,Internal,1
33,0012e000002Z4xdAAC,University Department,Education,Not for profit,Australia,Internal,1
34,0012e000002Z4ziAAC,University Department,Education,Not for profit,Australia,Internal,1
35,0012e000002Z51dAAC,University Department,Education,Not for profit,Australia,Internal,1
36,0012e000002Z51eAAC,University Department,Education,Not for profit,Australia,Internal,1
37,0012e000002Z51eAAC,University Department,Education,Not for profit,Australia,Internal,1
38,0012e000002Z51wAAC,University Department,Education,Not for profit,Australia,Internal,1
39,0012e000002Z52yAAC,University Department,Education,Not for profit,Australia,Internal,1
40,0012e000002Z67WAAS,University Department,Education,Not for profit,Australia,Internal,1
41,0012e000002Z6AWAA0,University Department,Education,Not for profit,Australia,Internal,1
42,0012e000002ZFZYAA4,University Department,Education,Not for profit,Australia,Internal,1
43,0012e000002ZGfbAAG,University Department,Education,Not for profit,Australia,Internal,1
44,0012e000002ZGfbAAG,University Department,Education,Not for profit,Australia,Internal,1
45,0012e000002ZLg7AAG,University Department,Education,Not for profit,Australia,Internal,1
46,0012e000002ZLg8AAG,University Department,Education,Not for profit,Australia,Internal,1
47,0012e000002ZLg9AAG,University Department,Education,Not for profit,Australia,Internal,1
48,0012e000002ZLgAAAW,University Department,Education,Not for profit,Australia,Internal,1
49,0012e000002ZLgBAAW,University Department,Education,Not for profit,Australia,Internal,1
50,0012e000002ZLgBAAW,University Department,Education,Not for profit,Australia,Internal,1
51,0012e000002ZLgEAAW,University Department,Education,Not for profit,Australia,Internal,1
52,0012e000002ZLgHAAW,University Department,Education,Not for profit,Australia,Internal,1
53,0012e000002ZLgIAAW,University Department,Education,Not for profit,Australia,Internal,1
54,0012e000002ZLgJAAW,University Department,Education,Not for profit,Australia,Internal,1
55,0012e000002ZLgKAAW,University Department,Education,Not for profit,Australia,Internal,0
56,0012e000002ZLgLAAW,University Department,Education,Not for profit,Australia,Internal,1
57,0012e000002ZLgMAAW,University Department,Education,Not for profit,Australia,Internal,1
58,0012e000002ZLgNAAW,University Department,Education,Not for profit,Australia,Internal,1
59,0012e000002ZLgOAAW,University Department,Education,Not for profit,Australia,Internal,1
60,0012e000002ZNYOAA4,University Department,Education,Not for profit,Australia,Internal,1
61,0012e000002ZNYOAA4,University Department,Education,Not for profit,Australia,Internal,1
62,0012e000002ZlmBAAS,University Department,Education,Not for profit,Australia,Internal,1
63,0012e000002ZmOUAA0,University Department,Education,Not for profit,Australia,Internal,1
64,0012e000002ZmOZAA0,University Department,Education,Not for profit,Australia,Internal,1
65,0012e000002ZmnxAAC,University Department,Education,Not for profit,Australia,Internal,1
66,0012e000002ZmnyAAC,University Department,Education,Not for profit,Australia,Internal,1
67,0012e000002ZmnzAAC,University Department,Education,Not for profit,Australia,Internal,1
68,0012e000002ZmnzAAC,University Department,Education,Not for profit,Australia,Internal,1
69,0012e000002Zmo0AAC,University Department,Education,Not for profit,Australia,Internal,1
70,0012e000002Zmo0AAC,University Department,Education,Not for profit,Australia,Internal,1
71,0012e000002Zmo1AAC,University Department,Education,Not for profit,Australia,Internal,1
72,0012e000002Zmo4AAC,University Department,Education,Not for profit,Australia,Internal,1
73,0012e000002Zt08AAC,University Department,Education,Not for profit,Australia,Internal,1
74,0012e000002Zt09AAC,University Department,Education,Not for profit,Australia,Internal,1
75,0012e000002Zt0AAAS,University Department,Education,Not for profit,Australia,Internal,1
76,0012e000002Zt0BAAS,University Department,Education,Not for profit,Australia,Internal,1
77,0012e000002Zt0CAAS,University Department,Education,Not for profit,Australia,Internal,1
78,0012e000002Zt0DAAS,University Department,Education,Not for profit,Australia,Internal,1
79,0012e000002Zt0EAAS,University Department,Education,Not for profit,Australia,Internal,1
80,0012e000002Zt0FAAS,University Department,Education,Not for profit,Australia,Internal,1
81,0012e000002Zt0GAAS,University Department,Education,Not for profit,Australia,Internal,1
82,0012e000002Zt0HAAS,University Department,Education,Not for profit,Australia,Internal,1
83,0012e000002Zt0IAAS,University Department,Education,Not for profit,Australia,Internal,1
84,0012e000002Zt0JAAS,University Department,Education,Not for profit,Australia,Internal,1
85,0012e000002Zt0KAAS,University Department,Education,Not for profit,Australia,Internal,1
86,0012e000002Zt0LAAS,University Department,Education,Not for profit,Australia,Internal,1
87,0012e000002Zt0MAAS,University Department,Education,Not for profit,Australia,Internal,1
88,0012e000002Zt0NAAS,University Department,Education,Not for profit,Australia,Internal,1
89,0012e000002Zt0OAAS,University Department,Education,Not for profit,Australia,Internal,1
90,0012e000002Zt0PAAS,University Department,Education,Not for profit,Australia,Internal,1
91,0012e000002Zt0QAAS,University Department,Education,Not for profit,Australia,Internal,1
92,0012e000002Zt0RAAS,University Department,Education,Not for profit,Australia,Internal,1
93,0012e000002Zt0SAAS,University Department,Education,Not for profit,Australia,Internal,1
94,0012e000002Zt0TAAS,University Department,Education,Not for profit,Australia,Internal,1
95,0012e000002Zt0UAAS,University Department,Education,Not for profit,Australia,Internal,1
96,0012e000002Zt0VAAS,University Department,Education,Not for profit,Australia,Internal,1
97,0012e000002Zt0WAAS,University Department,Education,Not for profit,Australia,Internal,1
98,0012e000002Zt0XAAS,University Department,Education,Not for profit,Australia,Internal,1
99,0012e000002Zt0YAAS,University Department,Education,Not for profit,Australia,Internal,1
100,0012e000002Zt0ZAAS,University Department,Education,Not for profit,Australia,Internal,1
101,0012e000002Zt0aAAC,University Department,Education,Not for profit,Australia,Internal,1
102,0012e000002Zt0bAAC,University Department,Education,Not for profit,Australia,Internal,1
103,0012e000002Zt0cAAC,University Department,Education,Not for profit,Australia,Internal,1
104,0012e000002Zt0dAAC,University Department,Education,Not for profit,Australia,Internal,1
105,0012e000002Zt0eAAC,University Department,Education,Not for profit,Australia,Internal,1
106,0012e000002Zt0fAAC,University Department,Education,Not for profit,Australia,Internal,1
107,0012e000002Zt0gAAC,University Department,Education,Not for profit,Australia,Internal,1
108,0012e000002Zt0hAAC,University Department,Education,Not for profit,Australia,Internal,1
109,0012e000002Zt0hAAC,University Department,Education,Not for profit,Australia,Internal,1
110,0012e000002Zt0iAAC,University Department,Education,Not for profit,Australia,Internal,1
111,0012e000002Zt0jAAC,University Department,Education,Not for profit,Australia,Internal,1
112,0012e000002Zt0kAAC,University Department,Education,Not for profit,Australia,Internal,1
113,0012e000002Zt0lAAC,University Department,Education,Not for profit,Australia,Internal,1
114,0012e000002Zt0lAAC,University Department,Education,Not for profit,Australia,Internal,1
115,0012e000002Zt0mAAC,University Department,Education,Not for profit,Australia,Internal,1
116,0012e000002Zt0nAAC,University Department,Education,Not for profit,Australia,Internal,1
117,0012e000002Zt0nAAC,University Department,Education,Not for profit,Australia,Internal,1
118,0012e000002Zt0oAAC,University Department,Education,Not for profit,Australia,Internal,1
119,0012e000002Zt0oAAC,University Department,Education,Not for profit,Australia,Internal,1
120,0012e000002Zt0pAAC,University Department,Education,Not for profit,Australia,Internal,1
121,0012e000002Zt0qAAC,University Department,Education,Not for profit,Australia,Internal,1
122,0012e000002Zt0rAAC,University Department,Education,Not for profit,Australia,Internal,1
123,0012e000002Zt0sAAC,University Department,Education,Not for profit,Australia,Internal,1
124,0012e000002Zt0tAAC,University Department,Education,Not for profit,Australia,Internal,1
125,0012e000002Zt0tAAC,University Department,Education,Not for profit,Australia,Internal,1
126,0012e000002Zt0uAAC,University Department,Education,Not for profit,Australia,Internal,1
127,0012e000002Zt0vAAC,University Department,Education,Not for profit,Australia,Internal,1
128,0012e000002Zt0wAAC,University Department,Education,Not for profit,Australia,Internal,1
129,0012e000002Zt0xAAC,University Department,Education,Not for profit,Australia,Internal,1
130,0012e000002Zt0yAAC,University Department,Education,Not for profit,Australia,Internal,1
131,0012e000002Zt0yAAC,University Department,Education,Not for profit,Australia,Internal,1
132,0012e000002Zt0zAAC,University Department,Education,Not for profit,Australia,Internal,1
133,0012e000002Zt10AAC,University Department,Education,Not for profit,Australia,Internal,1
134,0012e000002Zt11AAC,University Department,Education,Not for profit,Australia,Internal,1
135,0012e000002Zt12AAC,University Department,Education,Not for profit,Australia,Internal,1
136,0012e000002Zt13AAC,University Department,Education,Not for profit,Australia,Internal,1
137,0012e000002Zt14AAC,University Department,Education,Not for profit,Australia,Internal,1
138,0012e000002Zt15AAC,University Department,Education,Not for profit,Australia,Internal,1
139,0012e000002Zt16AAC,University Department,Education,Not for profit,Australia,Internal,1
140,0012e000002Zt17AAC,University Department,Education,Not for profit,Australia,Internal,1
141,0012e000002Zt18AAC,University Department,Education,Not for profit,Australia,Internal,1
142,0012e000002Zt19AAC,University Department,Education,Not for profit,Australia,Internal,1
143,0012e000002Zt1AAAS,University Department,Education,Not for profit,Australia,Internal,1
144,0012e000002Zt1BAAS,University Department,Education,Not for profit,Australia,Internal,1
145,0012e000002Zt1CAAS,University Department,Education,Not for profit,Australia,Internal,1
146,0012e000002Zt1DAAS,University Department,Education,Not for profit,Australia,Internal,1
147,0012e000002Zt1EAAS,University Department,Education,Not for profit,Australia,Internal,1
148,0012e000002Zt1FAAS,University Department,Education,Not for profit,Australia,Internal,1
149,0012e000002Zt1GAAS,University Department,Education,Not for profit,Australia,Internal,1
150,0012e000002Zt1HAAS,University Department,Education,Not for profit,Australia,Internal,1
151,0012e000002Zt1IAAS,University Department,Education,Not for profit,Australia,Internal,1
152,0012e000002Zt1JAAS,University Department,Education,Not for profit,Australia,Internal,1
153,0012e000002Zt1KAAS,University Department,Education,Not for profit,Australia,Internal,1
154,0012e000002Zt1LAAS,University Department,Education,Not for profit,Australia,Internal,1
155,0012e000002Zt1MAAS,University Department,Education,Not for profit,Australia,Internal,1
156,0012e000002Zt1NAAS,University Department,Education,Not for profit,Australia,Internal,1
157,0012e000002Zt1OAAS,University Department,Education,Not for profit,Australia,Internal,1
158,0012e000002Zt1PAAS,University Department,Education,Not for profit,Australia,Internal,1
159,0012e000002Zt1QAAS,University Department,Education,Not for profit,Australia,Internal,1
160,0012e000002Zt1RAAS,University Department,Education,Not for profit,Australia,Internal,1
161,0012e000002Zt1SAAS,University Department,Education,Not for profit,Australia,Internal,1
162,0012e000002Zt1TAAS,University Department,Education,Not for profit,Australia,Internal,1
163,0012e000002Zt1UAAS,University Department,Education,Not for profit,Australia,Internal,1
164,0012e000002Zt1VAAS,University Department,Education,Not for profit,Australia,Internal,1
165,0012e000002Zt1WAAS,University Department,Education,Not for profit,Australia,Internal,1
166,0012e000002Zt1XAAS,University Department,Education,Not for profit,Australia,Internal,1
167,0012e000002Zt1YAAS,University Department,Education,Not for profit,Australia,Internal,1
168,0012e000002Zt1ZAAS,University Department,Education,Not for profit,Australia,Internal,1
169,0012e000002Zt1aAAC,University Department,Education,Not for profit,Australia,Internal,1
170,0012e000002Zt1bAAC,University Department,Education,Not for profit,Australia,Internal,1
171,0012e000002Zt1cAAC,University Department,Education,Not for profit,Australia,Internal,1
172,0012e000002Zt1dAAC,University Department,Education,Not for profit,Australia,Internal,1
173,0012e000002Zt1eAAC,University Department,Education,Not for profit,Australia,Internal,1
174,0012e000002Zt1fAAC,University Department,Education,Not for profit,Australia,Internal,1
175,0012e000002Zt1gAAC,University Department,Education,Not for profit,Australia,Internal,1
176,0012e000002Zt1hAAC,University Department,Education,Not for profit,Australia,Internal,1
177,0012e000002Zt1iAAC,University Department,Education,Not for profit,Australia,Internal,1
178,0012e000002Zt1jAAC,University Department,Education,Not for profit,Australia,Internal,1
179,0012e000002Zt1kAAC,University Department,Education,Not for profit,Australia,Internal,1
180,0012e000002Zt1lAAC,University Department,Education,Not for profit,Australia,Internal,1
181,0012e000002Zt1lAAC,University Department,Education,Not for profit,Australia,Internal,1
182,0012e000002Zt1mAAC,University Department,Education,Not for profit,Australia,Internal,1
183,0012e000002Zt1nAAC,University Department,Education,Not for profit,Australia,Internal,1
184,0012e000002Zt1oAAC,University Department,Education,Not for profit,Australia,Internal,1
185,0012e000002Zt1pAAC,University Department,Education,Not for profit,Australia,Internal,1
186,0012e000002Zt1qAAC,University Department,Education,Not for profit,Australia,Internal,1
187,0012e000002Zt1rAAC,University Department,Education,Not for profit,Australia,Internal,1
188,0012e000002Zt1sAAC,University Department,Education,Not for profit,Australia,Internal,1
189,0012e000002Zt1tAAC,University Department,Education,Not for profit,Australia,Internal,1
190,0012e000002Zt1uAAC,University Department,Education,Not for profit,Australia,Internal,1
191,0012e000002Zt1vAAC,University Department,Education,Not for profit,Australia,Internal,1
192,0012e000002Zt1wAAC,University Department,Education,Not for profit,Australia,Internal,1
193,0012e000002Zt1xAAC,University Department,Education,Not for profit,Australia,Internal,1
194,0012e000002Zt1yAAC,University Department,Education,Not for profit,Australia,Internal,1
195,0012e000002Zt1zAAC,University Department,Education,Not for profit,Australia,Internal,1
196,0012e000002Zt20AAC,University Department,Education,Not for profit,Australia,Internal,1
197,0012e000002Zt21AAC,University Department,Education,Not for profit,Australia,Internal,1
198,0012e000002Zt21AAC,University Department,Education,Not for profit,Australia,Internal,1
199,0012e000002Zt22AAC,University Department,Education,Not for profit,Australia,Internal,1
200,0012e000002Zt23AAC,University Department,Education,Not for profit,Australia,Internal,1
201,0012e000002Zt24AAC,University Department,Education,Not for profit,Australia,Internal,1
202,0012e000002Zt25AAC,University Department,Education,Not for profit,Australia,Internal,1
203,0012e000002Zt26AAC,University Department,Education,Not for profit,Australia,Internal,1
204,0012e000002Zt27AAC,University Department,Education,Not for profit,Australia,Internal,1
205,0012e000002Zt28AAC,University Department,Education,Not for profit,Australia,Internal,1
206,0012e000002Zt29AAC,University Department,Education,Not for profit,Australia,Internal,1
207,0012e000002Zt2AAAS,University Department,Education,Not for profit,Australia,Internal,1
208,0012e000002Zt2BAAS,University Department,Education,Not for profit,Australia,Internal,1
209,0012e0000036xPGAAY,University Department,Education,Not for profit,Australia,Internal,1
210,0012e0000036xPHAAY,University Department,Education,Not for profit,Australia,Internal,1
211,0012e0000036xPIAAY,University Department,Education,Not for profit,Australia,Internal,0
212,0012e0000036xPJAAY,University Department,Education,Not for profit,Australia,Internal,0
213,0012e0000036xPKAAY,University Department,Education,Not for profit,Australia,Internal,0
214,0012e0000036xPLAAY,University Department,Education,Not for profit,Australia,Internal,1
215,0012e0000036xPMAAY,University Department,Education,Not for profit,Australia,Internal,1
216,0012e0000036xPNAAY,University Department,Education,Not for profit,Australia,Internal,1
217,0012e0000036xPOAAY,University Department,Education,Not for profit,Australia,Internal,1
218,0012e0000036xPPAAY,University Department,Education,Not for profit,Australia,Internal,1
219,0012e0000036xPQAAY,University Department,Education,Not for profit,Australia,Internal,1
220,0012e0000036xPRAAY,University Department,Education,Not for profit,Australia,Internal,1
221,0012e0000036xPSAAY,University Department,Education,Not for profit,Australia,Internal,1
222,0012e0000036xPTAAY,University Department,Education,Not for profit,Australia,Internal,1
223,0012e0000036xPUAAY,University Department,Education,Not for profit,Australia,Internal,1
224,0012e0000036xPVAAY,University Department,Education,Not for profit,Australia,Internal,1
225,0012e0000036xPWAAY,University Department,Education,Not for profit,Australia,Internal,1
226,0012e0000036xPXAAY,University Department,Education,Not for profit,Australia,Internal,1
227,0012e0000036xPYAAY,University Department,Education,Not for profit,Australia,Internal,1
228,0012e0000036xPZAAY,University Department,Education,Not for profit,Australia,Internal,1
229,0012e0000036xPaAAI,University Department,Education,Not for profit,Australia,Internal,1
230,0012e0000036xPbAAI,University Department,Education,Not for profit,Australia,Internal,1
231,0012e0000036xPcAAI,University Department,Education,Not for profit,Australia,Internal,1
232,0012e0000036xPdAAI,University Department,Education,Not for profit,Australia,Internal,1
233,0012e0000036xPeAAI,University Department,Education,Not for profit,Australia,Internal,1
234,0012e0000036xPfAAI,University Department,Education,Not for profit,Australia,Internal,1
235,0012e0000036xPgAAI,University Department,Education,Not for profit,Australia,Internal,1
236,0012e0000036xPhAAI,University Department,Education,Not for profit,Australia,Internal,1
237,0012e0000036xPiAAI,University Department,Education,Not for profit,Australia,Internal,1
238,0012e0000036xPjAAI,University Department,Education,Not for profit,Australia,Internal,1
239,0012e0000036xPkAAI,University Department,Education,Not for profit,Australia,Internal,1
240,0012e0000036xPlAAI,University Department,Education,Not for profit,Australia,Internal,1
241,0012e0000036xPmAAI,University Department,Education,Not for profit,Australia,Internal,1
242,0012e0000036xPnAAI,University Department,Education,Not for profit,Australia,Internal,1
243,0012e0000036xPoAAI,University Department,Education,Not for profit,Australia,Internal,1
244,0012e0000036xPpAAI,University Department,Education,Not for profit,Australia,Internal,1
245,0012e0000036xPqAAI,University Department,Education,Not for profit,Australia,Internal,1
246,0012e0000036xPrAAI,University Department,Education,Not for profit,Australia,Internal,1
247,0012e0000036xPsAAI,University Department,Education,Not for profit,Australia,Internal,1
248,0012e0000036xPtAAI,University Department,Education,Not for profit,Australia,Internal,1
249,0012e0000036xPuAAI,University Department,Education,Not for profit,Australia,Internal,1
250,0012e0000036xPvAAI,University Department,Education,Not for profit,Australia,Internal,1
251,0012e0000036xPwAAI,University Department,Education,Not for profit,Australia,Internal,1
252,0012e0000036xPxAAI,University Department,Education,Not for profit,Australia,Internal,1
253,0012e0000036xPyAAI,University Department,Education,Not for profit,Australia,Internal,1
254,0012e0000036xPzAAI,University Department,Education,Not for profit,Australia,Internal,1
255,0012e0000036xQ0AAI,University Department,Education,Not for profit,Australia,Internal,1
256,0012e0000036xQ1AAI,University Department,Education,Not for profit,Australia,Internal,1
257,0012e0000036xQ2AAI,University Department,Education,Not for profit,Australia,Internal,1
258,0012e0000036xQ3AAI,University Department,Education,Not for profit,Australia,Internal,1
259,0012e0000036xQ4AAI,University Department,Education,Not for profit,Australia,Internal,1
260,0012e0000036xQ5AAI,University Department,Education,Not for profit,Australia,Internal,1
261,0012e0000036xQ6AAI,University Department,Education,Not for profit,Australia,Internal,1
262,0012e0000036xQ7AAI,University Department,Education,Not for profit,Australia,Internal,1
263,0012e0000036xQ8AAI,University Department,Education,Not for profit,Australia,Internal,1
264,0012e0000036xQ9AAI,University Department,Education,Not for profit,Australia,Internal,1
265,0012e0000036xQAAAY,University Department,Education,Not for profit,Australia,Internal,1
266,0012e0000036xQBAAY,University Department,Education,Not for profit,Australia,Internal,1
267,0012e0000036xQCAAY,University Department,Education,Not for profit,Australia,Internal,1
268,0012e0000036xQDAAY,University Department,Education,Not for profit,Australia,Internal,1
269,0012e0000036xQEAAY,University Department,Education,Not for profit,Australia,Internal,1
270,0012e0000036xQFAAY,University Department,Education,Not for profit,Australia,Internal,1
271,0012e0000036xQGAAY,University Department,Education,Not for profit,Australia,Internal,1
272,0012e0000036xQHAAY,University Department,Education,Not for profit,Australia,Internal,1
273,0012e0000036xQIAAY,University Department,Education,Not for profit,Australia,Internal,1
274,0012e0000036xQJAAY,University Department,Education,Not for profit,Australia,Internal,1
275,0012e0000036xQKAAY,University Department,Education,Not for profit,Australia,Internal,1
276,0012e0000036xQLAAY,University Department,Education,Not for profit,Australia,Internal,1
277,0012e0000036xQMAAY,University Department,Education,Not for profit,Australia,Internal,1
278,0012e0000036xQNAAY,University Department,Education,Not for profit,Australia,Internal,1
279,0012e0000036xQOAAY,University Department,Education,Not for profit,Australia,Internal,1
280,0012e0000036xQPAAY,University Department,Education,Not for profit,Australia,Internal,1
281,0012e0000036xQQAAY,University Department,Education,Not for profit,Australia,Internal,1
282,0012e0000036xQRAAY,University Department,Education,Not for profit,Australia,Internal,1
283,0012e0000036xQSAAY,University Department,Education,Not for profit,Australia,Internal,1
284,0012e0000036xQTAAY,University Department,Education,Not for profit,Australia,Internal,0
285,0012e0000036xQUAAY,University Department,Education,Not for profit,Australia,Internal,1
286,0012e0000036xQVAAY,University Department,Education,Not for profit,Australia,Internal,1
287,0012e0000036xQWAAY,University Department,Education,Not for profit,Australia,Internal,1
288,0012e0000036xQXAAY,University Department,Education,Not for profit,Australia,Internal,1
289,0012e0000036xQYAAY,University Department,Education,Not for profit,Australia,Internal,1
290,0012e0000036xQZAAY,University Department,Education,Not for profit,Australia,Internal,1
291,0012e0000036xQaAAI,University Department,Education,Not for profit,Australia,Internal,1
292,0012e0000036xQbAAI,University Department,Education,Not for profit,Australia,Internal,1
293,0012e0000036xQcAAI,University Department,Education,Not for profit,Australia,Internal,1
294,0012e0000036xQdAAI,University Department,Education,Not for profit,Australia,Internal,1
295,0012e0000036xQeAAI,University Department,Education,Not for profit,Australia,Internal,1
296,0012e0000036xQfAAI,University Department,Education,Not for profit,Australia,Internal,1
297,0012e0000036xQgAAI,University Department,Education,Not for profit,Australia,Internal,1
298,0012e0000036xQhAAI,University Department,Education,Not for profit,Australia,Internal,1
299,0012e0000036xQiAAI,University Department,Education,Not for profit,Australia,Internal,1
300,0012e0000036xQjAAI,University Department,Education,Not for profit,Australia,Internal,1
301,0012e0000036xQkAAI,University Department,Education,Not for profit,Australia,Internal,1
302,0012e0000036xQlAAI,University Department,Education,Not for profit,Australia,Internal,1
303,0012e0000036xQmAAI,University Department,Education,Not for profit,Australia,Internal,1
304,0012e0000036xQnAAI,University Department,Education,Not for profit,Australia,Internal,1
305,0012e0000036xQoAAI,University Department,Education,Not for profit,Australia,Internal,1
306,0012e0000036xQpAAI,University Department,Education,Not for profit,Australia,Internal,1
307,0012e0000036xQqAAI,University Department,Education,Not for profit,Australia,Internal,0
308,0012e0000036xQrAAI,University Department,Education,Not for profit,Australia,Internal,0
309,0012e0000036xQsAAI,University Department,Education,Not for profit,Australia,Internal,0
310,0012e0000036xQtAAI,University Department,Education,Not for profit,Australia,Internal,0
311,0012e0000036xQuAAI,University Department,Education,Not for profit,Australia,Internal,0
312,0012e0000036xQvAAI,University Department,Education,Not for profit,Australia,Internal,0
313,0012e0000036xQwAAI,University Department,Education,Not for profit,Australia,Internal,0
314,0012e0000036xQxAAI,University Department,Education,Not for profit,Australia,Internal,0
315,0012e0000036xQyAAI,University Department,Education,Not for profit,Australia,Internal,0
316,0012e0000036xQzAAI,University Department,Education,Not for profit,Australia,Internal,0
317,0012e0000036xR0AAI,University Department,Education,Not for profit,Australia,Internal,0
318,0012e0000036xR1AAI,University Department,Education,Not for profit,Australia,Internal,1
319,0012e0000036xR2AAI,University Department,Education,Not for profit,Australia,Internal,1
320,0012e0000036xR3AAI,University Department,Education,Not for profit,Australia,Internal,0
321,0012e0000036xR4AAI,University Department,Education,Not for profit,Australia,Internal,0
322,0012e0000036xR5AAI,University Department,Education,Not for profit,Australia,Internal,1
323,0012e0000036xR6AAI,University Department,Education,Not for profit,Australia,Internal,0
324,0012e0000036xR7AAI,University Department,Education,Not for profit,Australia,Internal,1
325,0012e0000036xR8AAI,University Department,Education,Not for profit,Australia,Internal,1
326,0012e0000036xR9AAI,University Department,Education,Not for profit,Australia,Internal,1
327,0012e0000036xRAAAY,University Department,Education,Not for profit,Australia,Internal,1
328,0012e0000036xRBAAY,University Department,Education,Not for profit,Australia,Internal,1
329,0012e0000036xRCAAY,University Department,Education,Not for profit,Australia,Internal,1
330,0012e0000036xRDAAY,University Department,Education,Not for profit,Australia,Internal,1
331,0012e0000036xREAAY,University Department,Education,Not for profit,Australia,Internal,1
332,0012e0000036xRFAAY,University Department,Education,Not for profit,Australia,Internal,1
333,0012e0000036xRGAAY,University Department,Education,Not for profit,Australia,Internal,1
334,0012e0000036xRHAAY,University Department,Education,Not for profit,Australia,Internal,1
335,0012e0000036xRIAAY,University Department,Education,Not for profit,Australia,Internal,1
336,0012e0000036xRJAAY,University Department,Education,Not for profit,Australia,Internal,1
337,0012e0000036xRKAAY,University Department,Education,Not for profit,Australia,Internal,1
338,0012e0000036xRLAAY,University Department,Education,Not for profit,Australia,Internal,0
339,0012e0000036xRMAAY,University Department,Education,Not for profit,Australia,Internal,1
340,0012e0000036xRNAAY,University Department,Education,Not for profit,Australia,Internal,1
341,0012e0000036xROAAY,University Department,Education,Not for profit,Australia,Internal,1
342,0012e0000036xRPAAY,University Department,Education,Not for profit,Australia,Internal,1
343,0012e0000036xRQAAY,University Department,Education,Not for profit,Australia,Internal,1
344,0012e0000036xRRAAY,University Department,Education,Not for profit,Australia,Internal,1
345,0012e0000036xRSAAY,University Department,Education,Not for profit,Australia,Internal,1
346,0012e0000036xRTAAY,University Department,Education,Not for profit,Australia,Internal,1
347,0012e0000036xRUAAY,University Department,Education,Not for profit,Australia,Internal,1
348,0012e0000036xRVAAY,University Department,Education,Not for profit,Australia,Internal,1
349,0012e0000036xRWAAY,University Department,Education,Not for profit,Australia,Internal,1
350,0012e0000036xRXAAY,University Department,Education,Not for profit,Australia,Internal,1
351,0012e0000036xRYAAY,University Department,Education,Not for profit,Australia,Internal,1
352,0012e0000036xRZAAY,University Department,Education,Not for profit,Australia,Internal,1
353,0012e0000036xRaAAI,University Department,Education,Not for profit,Australia,Internal,1
354,0012e0000036xRbAAI,University Department,Education,Not for profit,Australia,Internal,1
355,0012e0000036xRcAAI,University Department,Education,Not for profit,Australia,Internal,1
356,0012e0000036xRdAAI,University Department,Education,Not for profit,Australia,Internal,1
357,0012e0000036xReAAI,University Department,Education,Not for profit,Australia,Internal,1
358,0012e0000036xRfAAI,University Department,Education,Not for profit,Australia,Internal,1
359,0012e0000036xRgAAI,University Department,Education,Not for profit,Australia,Internal,1
360,0012e0000036xRhAAI,University Department,Education,Not for profit,Australia,Internal,1
361,0012e0000036xRiAAI,University Department,Education,Not for profit,Australia,Internal,1
362,0012e0000036xRjAAI,University Department,Education,Not for profit,Australia,Internal,1
