id,emails,calls,meetings,tasks,events,other,total_contacts,first_contact,first_month,three_month
0062e000002PafMAAS,3,0,0,0,0,0,3,0,3,3
0062e000002PBcjAAG,11,0,0,0,0,0,11,39,0,11
0062e000002PEKwAAO,2,0,0,0,0,0,2,0,2,2
0062e000002PLYAAA4,1,0,0,0,0,0,1,52,0,1
0062e000002PpEnAAK,2,0,0,0,0,0,2,-6,2,2
0062e000002PVPlAAO,35,0,0,0,0,0,35,-4,34,35
0062e000002PVWwAAO,25,0,0,0,0,0,25,58,0,25
0062e000002PWruAAG,1,0,0,0,0,0,1,101,0,0
0062e000002PWyvAAG,2,0,0,0,0,0,2,0,2,2
0062e000002PXkiAAG,4,0,0,0,0,0,4,44,0,2
0062e000002PYTQAA4,18,0,0,0,0,0,18,0,16,16
0062e000002QiAWAA0,5,0,0,0,0,0,5,-1,5,5
0062e000002QkcUAAS,3,0,0,0,0,0,3,18,1,3
0062e000002QkHdAAK,7,0,0,0,0,0,7,3,7,7
0062e000002QkXKAA0,2,0,0,0,0,0,2,0,2,2
0062e000002QlcVAAS,1,0,0,0,0,0,1,41,0,1
0062e000002Qpc1AAC,1,0,0,0,0,0,1,0,1,1
0062e000002QrBwAAK,52,0,0,0,0,0,52,-4,12,52
0062e000002QrgIAAS,2,0,0,0,0,0,2,-175,2,2
0062e000002QsW9AAK,1,0,0,0,0,0,1,-234,1,1
0062e000002Qv3JAAS,1,0,0,0,0,0,1,31,0,1
0062e000002QzxGAAS,2,0,0,0,0,0,2,19,1,1
0062e000002R3dEAAS,4,0,0,0,0,0,4,4,4,4
0062e000002R3DGAA0,1,0,0,0,0,0,1,35,0,1
0062e000002R42dAAC,4,0,0,0,0,0,4,6,4,4
0062e000002R4BaAAK,1,0,0,0,0,0,1,49,0,1
0062e000002R6b4AAC,1,0,0,0,0,0,1,-1,1,1
0062e000002R6gcAAC,3,0,0,0,0,0,3,3,1,3
0062e000002R77cAAC,23,0,0,0,0,0,23,5,12,18
0062e000002Rdz3AAC,1,0,0,0,0,0,1,81,0,1
0062e000002ReGoAAK,6,0,0,0,0,0,6,-7,4,6
0062e000002RHjkAAG,14,0,0,0,0,0,14,-1,5,14
0062e000002RiDLAA0,2,0,0,0,0,0,2,1,2,2
0062e000002RjMWAA0,7,0,0,0,0,0,7,-174,7,7
0062e000002Rk5DAAS,2,0,0,0,0,0,2,21,1,2
0062e000002RnCeAAK,1,0,0,0,0,0,1,2,1,1
0062e000002RNFQAA4,10,0,0,0,0,0,10,0,6,10
0062e000002RnU0AAK,1,0,0,0,0,0,1,15,1,1
0062e000002RobKAAS,5,0,0,0,0,0,5,-2,5,5
0062e000002RoZOAA0,2,0,0,0,0,0,2,78,0,2
0062e000002RPEtAAO,3,0,0,0,0,0,3,1,2,3
0062e000002RPsBAAW,6,0,0,0,0,0,6,0,4,6
0062e000002RTzdAAG,38,0,0,0,0,0,38,33,0,38
0062e000002S2AaAAK,4,0,0,0,0,0,4,31,0,4
0062e000002S4AjAAK,1,0,0,0,0,0,1,0,1,1
0062e000002S5PsAAK,17,0,0,0,0,0,17,-1,14,17
0062e000002SCVZAA4,22,0,0,0,0,0,22,15,5,22
0062e000002SDGvAAO,1,0,0,0,0,0,1,0,1,1
0062e000002SDO1AAO,1,0,0,0,0,0,1,-10,1,1
0062e000002SfZUAA0,24,0,0,0,0,0,24,17,20,24
0062e000002SiBuAAK,1,0,0,0,0,0,1,-54,1,1
0062e000002SICRAA4,6,0,0,0,0,0,6,-259,6,6
0062e000002SICrAAO,1,0,0,0,0,0,1,-125,1,1
0062e000002SICvAAO,3,0,0,0,0,0,3,-246,3,3
0062e000002SIFLAA4,6,0,0,0,0,0,6,-165,6,6
0062e000002SII4AAO,1,0,0,0,0,0,1,-180,1,1
0062e000002SIIYAA4,3,0,0,0,0,0,3,-21,3,3
0062e000002SIKKAA4,2,0,0,0,0,0,2,-167,2,2
0062e000002SIPAAA4,1,0,0,0,0,0,1,-236,1,1
0062e000002SiupAAC,1,0,0,0,0,0,1,-88,1,1
0062e000002SIVXAA4,2,0,0,0,0,0,2,-110,2,2
0062e000002SIY7AAO,1,0,0,0,0,0,1,-258,1,1
0062e000002SIYDAA4,1,0,0,0,0,0,1,6,1,1
0062e000002SIYWAA4,4,0,0,0,0,0,4,-74,4,4
0062e000002SiZhAAK,1,0,0,0,0,0,1,-3,1,1
0062e000002SjyCAAS,138,0,0,0,0,0,138,9,39,138
0062e000002SjzeAAC,9,0,0,0,0,0,9,-75,5,9
0062e000002Sk4xAAC,6,0,0,0,0,0,6,-124,3,6
0062e000002Sk5qAAC,5,0,0,0,0,0,5,-75,4,5
0062e000002SKElAAO,6,0,0,0,0,0,6,1,6,6
0062e000002SnkgAAC,3,0,0,0,0,0,3,42,0,3
0062e000002Snq5AAC,2,0,0,0,0,0,2,77,0,2
0062e000002SntEAAS,14,0,0,0,0,0,14,-2,8,14
0062e000002SnuqAAC,1,0,0,0,0,0,1,23,1,1
0062e000002SOngAAG,28,0,0,0,0,0,28,21,10,28
0062e000002SRcNAAW,9,0,0,0,0,0,9,-3,9,9
0062e000002SsgBAAS,2,0,0,0,0,0,2,63,0,2
0062e000002StAVAA0,1,0,0,0,0,0,1,1,1,1
0062e000002SUAMAA4,1,0,0,0,0,0,1,8,1,1
0062e000002SUDfAAO,39,0,0,0,0,0,39,4,8,39
0062e000002SUnnAAG,18,0,0,0,0,0,18,10,4,18
0062e000002SWkhAAG,1,0,0,0,0,0,1,6,1,1
0062e000002SX0qAAG,1,0,0,0,0,0,1,62,0,1
0062e000002Sx5MAAS,6,0,0,0,0,0,6,-232,3,6
0062e000002SyKKAA0,1,0,0,0,0,0,1,11,1,1
0062e000002SystAAC,8,0,0,0,0,0,8,0,8,8
0062e000002T5DcAAK,3,0,0,0,0,0,3,0,3,3
0062e000002TA8NAAW,6,0,0,0,0,0,6,0,6,6
0062e000002TbRMAA0,7,0,0,0,0,0,7,1,1,7
0062e000002TcMVAA0,9,0,0,0,0,0,9,11,9,9
0062e000002TebZAAS,25,0,0,0,0,0,25,6,23,25
0062e000002TEf4AAG,8,0,0,0,0,0,8,0,8,8
0062e000002Tf1mAAC,3,0,0,0,0,0,3,24,3,3
0062e000002TFb6AAG,2,0,0,0,0,0,2,0,2,2
0062e000002TfF6AAK,1,0,0,0,0,0,1,0,1,1
0062e000002TgLiAAK,11,0,0,0,0,0,11,4,7,11
0062e000002TGLxAAO,1,0,0,0,0,0,1,7,1,1
0062e000002TOslAAG,22,0,0,0,0,0,22,-6,18,22
0062e000002TOu3AAG,2,0,0,0,0,0,2,0,2,2
0062e000002TPZRAA4,3,0,0,0,0,0,3,0,3,3
0062e000002TzimAAC,58,0,0,0,0,0,58,21,3,58
0062e000002U242AAC,9,0,0,0,0,0,9,1,9,9
0062e000002U63oAAC,8,0,0,0,0,0,8,0,8,8
0062e000002U7D4AAK,1,0,0,0,0,0,1,12,1,1
0062e000002Ubd4AAC,3,0,0,0,0,0,3,0,3,3
0062e000002UbJeAAK,7,0,0,0,0,0,7,1,7,7
0062e000002UcxqAAC,1,0,0,0,0,0,1,0,1,1
0062e000002UeOaAAK,9,0,0,0,0,0,9,0,9,9
0062e000002UerEAAS,12,0,0,0,0,0,12,0,3,12
0062e000002UfeWAAS,11,0,0,0,0,0,11,26,11,11
0062e000002UgWAAA0,1,0,0,0,0,0,1,3,1,1
0062e000002UJQwAAO,3,0,0,0,0,0,3,-2,3,3
0062e000002UkvAAAS,45,0,0,0,0,0,45,0,42,45
0062e000002UyNWAA0,11,0,0,0,0,0,11,3,11,11
0062e000002Uz09AAC,3,0,0,0,0,0,3,0,3,3
0062e000002V8yMAAS,4,0,0,0,0,0,4,0,4,4
0062e000002VamFAAS,5,0,0,0,0,0,5,3,5,5
0062e000002VFD8AAO,61,0,0,0,0,0,61,0,22,61
0062e000002VgADAA0,26,0,0,0,0,0,26,1,25,26
0062e000002VHJwAAO,6,0,0,0,0,0,6,3,6,6
0062e000002VHM2AAO,1,0,0,0,0,0,1,5,1,1
0062e000002Vl1eAAC,62,0,0,0,0,0,62,-75,34,62
0062e000002Vl9TAAS,1,0,0,0,0,0,1,-6,1,1
0062e000002VmaZAAS,16,0,0,0,0,0,16,0,14,16
0062e000002VmlXAAS,3,0,0,0,0,0,3,-6,3,3
0062e000002VN7UAAW,12,0,0,0,0,0,12,0,9,12
0062e000002VNVIAA4,1,0,0,0,0,0,1,-15,1,1
0062e000002VNZeAAO,8,0,0,0,0,0,8,0,8,8
0062e000002VOxwAAG,1,0,0,0,0,0,1,7,1,1
0062e000002VP2wAAG,8,0,0,0,0,0,8,-104,8,8
0062e000002VyjMAAS,12,0,0,0,0,0,12,4,12,12
0062e000002VynYAAS,2,0,0,0,0,0,2,5,2,2
0062e000002VzRNAA0,8,0,0,0,0,0,8,-1,8,8
0062e000002W8XkAAK,20,0,0,0,0,0,20,24,20,20
0062e000002WAn3AAG,17,0,0,0,0,0,17,24,17,17
0062e000002WDabAAG,2,0,0,0,0,0,2,1,2,2
0062e000002WERvAAO,136,0,0,0,0,0,136,0,136,136
0062e000002WHtlAAG,2,0,0,0,0,0,2,9,2,2
0062e000002WMLPAA4,5,0,0,0,0,0,5,0,5,5
0062e000002WMVZAA4,13,0,0,0,0,0,13,-26,13,13
0062e000002WMWNAA4,1,0,0,0,0,0,1,0,1,1
0062e000002WtTEAA0,5,0,0,0,0,0,5,0,5,5
0062e000002X5EbAAK,111,0,0,0,0,0,111,-1,111,111
0062e000002XaECAA0,2,0,0,0,0,0,2,14,2,2
0062e000002XAg0AAG,1,0,0,0,0,0,1,0,1,1
0062e000002XBa1AAG,18,0,0,0,0,0,18,2,18,18
0062e000002XC4CAAW,1,0,0,0,0,0,1,0,1,1
0062e000002XJfEAAW,3,0,0,0,0,0,3,0,3,3
0062e000002XN8uAAG,5,0,0,0,0,0,5,0,5,5
0062e000002XNARAA4,4,0,0,0,0,0,4,0,4,4
0062e000002XNCDAA4,2,0,0,0,0,0,2,-14,2,2
0062e000002XOeJAAW,13,0,0,0,0,0,13,-78,13,13
0062e000002XOgeAAG,3,0,0,0,0,0,3,-6,3,3
0062e000002XpYxAAK,25,0,0,0,0,0,25,0,25,25
0062e000002XubHAAS,10,0,0,0,0,0,10,0,10,10
0062e000002Xy07AAC,3,0,0,0,0,0,3,0,3,3
0062e000002Y3XgAAK,16,0,0,0,0,0,16,0,16,16
0062e000002YaS7AAK,10,0,0,0,0,0,10,0,10,10
0062e000002YKpTAAW,2,0,0,0,0,0,2,0,2,2
0062e000002YOx4AAG,2,0,0,0,0,0,2,-140,2,2
0062e000002YoYlAAK,3,0,0,0,0,0,3,-6,3,3
0062e000002YP0hAAG,6,0,0,0,0,0,6,1,6,6
0062e000002Ypf3AAC,8,0,0,0,0,0,8,0,8,8
0062e000002YT5cAAG,1,0,0,0,0,0,1,0,1,1
0062e000002YTg9AAG,1,0,0,0,0,0,1,0,1,1
0062e000002YVKoAAO,1,0,0,0,0,0,1,11,1,1
0062e000002YzWHAA0,2,0,0,0,0,0,2,-1,2,2
0062e000002Z1IgAAK,1,0,0,0,0,0,1,1,1,1
0062e000002Z3EOAA0,7,0,0,0,0,0,7,0,7,7
0062e000002Z8NGAA0,1,0,0,0,0,0,1,-10,1,1
0062e000002ZBDtAAO,13,0,0,0,0,0,13,1,13,13
0062e000002ZMKOAA4,1,0,0,0,0,0,1,2,1,1
0062e000002ZQptAAG,9,0,0,0,0,0,9,-48,9,9
0062e000002ZUNpAAO,7,0,0,0,0,0,7,0,7,7
